source_url,source_body_field,target_url,anchor_text,position_in_field,action,reason
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/blog/education-loan-eligibility-and-application-process,"Education Loan Eligibility, Interest Rates and How to Apply",4,KEEP,compliant
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/college/dy-patil,Dr D.Y. Patil College of Ayurved and Research Centre,5,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/lp/study-loan-eligibility,Get upto 100% Education Fees Financed with Propelld. Simplified Processing. Dedicated Support.,6,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/blog/bams-syllabus,"BAMS Syllabus 2026: Explore Subjects, Top Colleges, & Books",7,REVIEW,cross-category
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/college/tilak-maharashtra-vidyapeeth,Tilak Ayurved Mahavidyalaya,8,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/college/dy-patil,Dr D.Y. Patil College of Ayurved and Research Centre,9,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/blog/education-loan-benefits,Education Loan Benefits 2026: India and Abroad,10,KEEP,compliant
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/lp/study-loan-eligibility,Minimal Documentation. Higher Chances of Approval. Easy Online Processes. Check Your Eligibility.,11,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/lp/study-loan-eligibility,Get your Loan Disbursed 10 times Faster than Banks. Apply Now.,12,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/blog/maharashtra-neet-ug-counselling,"Maharashtra NEET UG Counselling 2026: Key Dates, Registration, Seat Matrix",13,REVIEW,cross-category
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/lp/study-loan-eligibility,Propelld,14,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,15,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,16,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/lp/study-loan-eligibility,Propelld education loan,17,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/lp/study-loan-eligibility,Propelld Education Loan,18,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/blog/bams-course-fees,"BAMS Course Fees 2026: Syllabus, Admission and Top Colleges",19,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/blog/maharashtra-neet-ug-counselling,"Maharashtra NEET UG Counselling 2026: Key Dates, Registration, Seat Matrix",20,KILL,duplicate-target
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/college/best-medical-colleges-in-pune-for-mbbs,Best Medical Colleges in Pune for MBBS,21,KEEP,compliant
/site/blog/bams-colleges-in-maharashtra-2024,post-body,/site/blog/bams-syllabus,"BAMS Syllabus 2026: Explore Subjects, Top Colleges, & Books",22,KILL,duplicate-target
/site/blog/bams-course-fees,post-body,/site/blog/how-to-become-a-doctor,how to become a doctor,0,REVIEW,cross-category
/site/blog/bams-course-fees,post-body,/site/lp/study-loan-eligibility,Looking for an Education Loan? Higher Chances of Approval than Banks. Disbursal in Just 7 Days. Apply Now.,1,KEEP,compliant
/site/blog/bams-course-fees,post-body,/site/lp/study-loan-eligibility,Know Your Projected NEET Score? Check out our NEET College Predictor.,2,KILL,duplicate-target
/site/blog/bams-course-fees,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab a low-interest offer on education loan,3,KILL,duplicate-target
/site/blog/bams-course-fees,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,4,KILL,duplicate-target
/site/blog/bams-course-fees,post-body,/site/lp/study-loan-eligibility,Lesser Documents. Higher Approval Rate. Check Your Eligibility for Propelld Education Loan Now!,5,KILL,duplicate-target
/site/blog/bams-course-fees,post-body,/site/blog/how-education-loan-works,how an education loan works,6,KEEP,compliant
/site/blog/bams-course-fees,post-body,/site/lp/study-loan-eligibility,Propelld,7,KILL,duplicate-target
/site/blog/bams-course-fees,post-body,/site/blog/nbfc-education-loan,education loans,8,KEEP,compliant
/site/blog/bams-course-fees,post-body,/site/blog/education-loan-without-co-applicant,Get Education Loan Without Co-applicant in India (2024),9,KEEP,compliant
/site/blog/bams-course-fees,post-body,/site/blog/pharm-d-course,"Pharm D Course: Full Form, Fees, Salary and Eligibility 2024",10,REVIEW,cross-category
/site/blog/bams-course-fees,post-body,/site/blog/biotechnology-course,"Biotechnology Course: Fees, Eligibility, Subjects and Salary",11,REVIEW,cross-category
/site/blog/bams-course-fees,post-body,/site/blog/bsc-nursing-fees,BSc Nursing Fees: Private/Government College Fees Structure,12,REVIEW,cross-category
/site/blog/bams-course-fees,post-body,/site/lp/study-loan-eligibility,Propelld,13,KILL,duplicate-target
/site/blog/bams-course-fees,post-body,/site/lp/study-loan-eligibility,Propelld,14,KILL,duplicate-target
/site/blog/bams-doctor-salary-in-india-2025,post-body,/site/blog/everything-about-bams-course,everything about BAMS course,0,REVIEW,cross-category
/site/blog/bams-doctor-salary-in-india-2025,post-body,/site/blog/everything-about-bams-course,how to become an ayurvedic doctor,1,KILL,duplicate-target
/site/blog/bams-doctor-salary-in-india-2025,post-body,/site/lp/study-loan-eligibility,Fund College Fees + Living Expenses,2,KEEP,compliant
/site/blog/bams-doctor-salary-in-india-2025,post-body,/site/lp/study-loan-eligibility,"Minimal Docs, Maximum Approval - Apply Now",3,KILL,duplicate-target
/site/blog/bams-doctor-salary-in-india-2025,post-body,/site/blog/md-ayurveda-admission-process,MD in Ayurveda,4,KEEP,compliant
/site/blog/bams-doctor-salary-in-india-2025,post-body,/site/blog/bams-vs-mbbs,BAMS vs MBBS,6,KEEP,compliant
/site/blog/bams-doctor-salary-in-india-2025,post-body,/site,Propelld,7,KEEP,compliant
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/blog/bams-course-fees,"BAMS Course Fees, syllabus, admission process, and top colleges",0,KEEP,compliant
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/lp/study-loan-eligibility,Get an Education Loan with Higher Chances of Approval,1,KEEP,compliant
/site/blog/bams-rank-predictor,post-body-2nd-half,/,www.propelld.com,3,KEEP,compliant
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/neet-rank-predictor,NEET Rank Predictor,4,KEEP,compliant
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/neet-rank-predictor,Propelld’s,5,KILL,duplicate-target
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/lp/study-loan-eligibility,"Minimal Docs, Maximum Approval - Apply Now",6,KILL,duplicate-target
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/blog/neet-ug-counselling,NEET UG Counselling 2026,7,KEEP,compliant
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/blog/everything-about-bams-course,BAMS,10,KEEP,compliant
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/neet-college-predictor,NEET College Predictor,12,KEEP,compliant
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/blog/bams-vs-bhms,BAMS vs BHMS,13,REVIEW,cross-category
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,14,KILL,duplicate-target
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/lp/study-loan-eligibility,Apply with Propelld today,15,KILL,duplicate-target
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/blog/everything-about-bams-in-india-2025,How to become an ayurvedic doctor (NEET + BAMS).,16,REVIEW,cross-category
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/blog/bams-colleges-in-maharashtra-2024,"BAMS Colleges in Maharashtra: Fee Structure, Eligibility Criteria, & Cutoffs.",17,REVIEW,cross-category
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/blog/career-options-after-mbbs,Career Options After MBBS,18,REVIEW,cross-category
/site/blog/bams-rank-predictor,post-body-2nd-half,/site/blog/bams-vs-mbbs,BAMS vs MBBS: Which Medical Career Path is Right for You?,19,REVIEW,cross-category
/site/blog/bams-syllabus,post-body,/site/college/banaras-hindu-university,Banaras Hindu University (BHU),0,KEEP,compliant
/site/blog/bams-syllabus,post-body,/site/lp/study-loan-eligibility,Get Education Loan for Any College in India. 100% Fees Financed - Propelld Education Loan,1,KEEP,compliant
/site/blog/bams-syllabus,post-body,/site/lp/study-loan-eligibility,Get upto 100% Education Fees Financed with Propelld. Simplified Processing. Dedicated Support.,2,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/lp/study-loan-eligibility,Minimal Documentation. Higher Chances of Approval. Easy Online Processes. Check Your Eligibility.,3,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,5,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,6,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/college/banaras-hindu-university,"Banaras Hindu University (BHU), Varanasi",7,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/lp/study-loan-eligibility,Apply today and invest in your promising future in Ayurveda!,8,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/blog/bams-course-fees,BAMS Course Fees 2026: Private and Government College Fees.,9,KEEP,compliant
/site/blog/bams-syllabus,post-body,/site/blog/neet-ug-counselling,"NEET UG Counselling 2026: Registration, Schedule, Fees, and Required Documents.",11,KEEP,compliant
/site/blog/bams-syllabus,post-body,/site/lp/study-loan-eligibility,Propelld,13,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/lp/study-loan-eligibility,Apply now,14,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/blog/bams-course-fees,BAMS Course Fees 2026: Private and Government College Fees,15,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/blog/neet-ug-counselling,"NEET UG Counselling 2026: Registration, Schedule, Fees, and Required Documents",16,KILL,duplicate-target
/site/blog/bams-syllabus,post-body,/site/blog/education-loan-for-mbbs,Education Loan for MBBS - Check Eligibility & Interest rates,17,KEEP,compliant
/site/blog/bams-syllabus,post-body,/site/blog/mbbs-fees,MBBS Fees 2026: Private/Government College Fees Structure,18,REVIEW,cross-category
/site/blog/bams-vs-bhms,post-body,/site/blog/karnataka-neet-ug-counselling,Karnataka NEET UG Counseling 2024: Dates & Registration,0,REVIEW,cross-category
/site/blog/bams-vs-bhms,post-body,/site/blog/bams-course-fees,"BAMS Course Fees 2024: Syllabus, Admission and Top Colleges",1,REVIEW,cross-category
/site/blog/bams-vs-bhms,post-body,/site/lp/study-loan-eligibility,Get Education Loan for Any College in India. 100% Fees Financed- Propelld Education Loan,2,KEEP,compliant
/site/blog/bams-vs-bhms,post-body,/site/blog/bams-syllabus,"BAMS Syllabus 2024: Explore Subjects, Top Colleges, & Books",3,REVIEW,cross-category
/site/blog/bams-vs-bhms,post-body,/site/lp/study-loan-eligibility,Get upto 100% Education Fees Financed with Propelld. Simplified  Processing  Dedicated Support.,4,KILL,duplicate-target
/site/blog/bams-vs-bhms,post-body,/site/blog/bmhs-fees,BHMS Fees 2024: Private/Government College Fees Structure,5,KEEP,compliant
/site/blog/bams-vs-bhms,post-body,/site/lp/study-loan-eligibility,Minimal Documentation. Higher Chances of Approval. Easy Online Processes. Check Your Eligibility.,6,KILL,duplicate-target
/site/blog/bams-vs-bhms,post-body,/site/lp/study-loan-eligibility,Get your Loan Disbursed 10 times Faster than Banks. Apply Now.,7,KILL,duplicate-target
/site/blog/bams-vs-bhms,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,8,KILL,duplicate-target
/site/blog/bams-vs-bhms,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,9,KILL,duplicate-target
/site/blog/bams-vs-bhms,post-body,/site/lp/study-loan-eligibility,Propelld,10,KILL,duplicate-target
/site/blog/bams-vs-bhms,post-body,/site/lp/study-loan-eligibility,Propelld education loan,11,KILL,duplicate-target
/site/blog/bams-vs-bhms,post-body,/site/college/top-10-best-medical-colleges-in-bangalore-2024,Top 10 Medical Colleges in Karnataka,12,KEEP,compliant
/site/blog/bams-vs-bhms,post-body,/site/blog/bams-syllabus,"BAMS Syllabus 2024: Explore Subjects, Top Colleges, & Books",13,KILL,duplicate-target
/site/blog/bams-vs-bhms,post-body,/site/blog/karnataka-neet-ug-counselling,Karnataka NEET UG Counseling 2024: Dates & Registration,14,KILL,duplicate-target
/site/blog/bams-vs-bhms,post-body,/site/blog/bams-course-fees,"BAMS Course Fees 2024: Syllabus, Admission and Top Colleges",15,KILL,duplicate-target
/site/blog/bams-vs-mbbs,post-body,/site/lp/study-loan-eligibility,Get Education Loan for Any College in India. 100% Fees Financed- Propelld Education Loan,0,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/blog/bams-course-fees,"BAMS Course Fees 2024: Syllabus, Admission & Top Colleges",1,REVIEW,cross-category
/site/blog/bams-vs-mbbs,post-body,/site/lp/study-loan-eligibility,Get upto 100% Education Fees Financed with Propelld. Simplified  Processing  Dedicated Support.,2,KILL,duplicate-target
/site/blog/bams-vs-mbbs,post-body,/site/blog/how-to-become-a-doctor,MBBS doctors,3,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/lp/study-loan-eligibility,‍Minimal Documentation. Higher Chances of Approval. Easy Online Processes. Check Your Eligibility.,4,KILL,duplicate-target
/site/blog/bams-vs-mbbs,post-body,/site/college/christian-medical-college-fees,Christian Medical College (CMC),5,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/college/institute-of-medical-sciences-fees,"Institute of Medical Sciences, Banaras Hindu University (IMS BHU)",6,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/college/sanjay-gandhi-postgraduate-institute-of-medical-sciences,Sanjay Gandhi Postgraduate Institute of Medical Sciences (SGPGI),7,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/college/amrita-school-of-medicine-fees,Amrita School of Medicine,8,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/college/kasturba-medical-college,Kasturba Medical College,9,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/college/dy-patil,Dr DY Patil College of Ayurved & Research Institute & Hospital,10,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/college/rajiv-gandhi-university-of-health-sciences,Rajiv Gandhi Ayurveda Medical College & Hospital,11,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/college/sri-chandrasekharendra-saraswathi-viswa-mahavidyalaya,SCSVMV University,12,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/lp/study-loan-eligibility,Get your Loan Disbursed 10 times Faster than Banks. Apply Now.,13,KILL,duplicate-target
/site/blog/bams-vs-mbbs,post-body,/site/blog/mbbs-subjects,MBBS Subjects For 2024: Year-Wise Syllabus And Structure.,14,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,15,KILL,duplicate-target
/site/blog/bams-vs-mbbs,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,16,KILL,duplicate-target
/site/blog/bams-vs-mbbs,post-body,/site/lp/study-loan-eligibility,Propelld,17,KILL,duplicate-target
/site/blog/bams-vs-mbbs,post-body,/site/lp/study-loan-eligibility,apply now,18,KILL,duplicate-target
/site/blog/bams-vs-mbbs,post-body,/site/college/top-medical-colleges-in-mumbai,Top Medical Colleges in Mumbai,19,KEEP,compliant
/site/blog/bams-vs-mbbs,post-body,/site/blog/mbbs-subjects,MBBS Subjects For 2024: Year-Wise Syllabus And Structure,20,KILL,duplicate-target
